-3,"[0H[50, 50]3, 1H[51, 50]2, 2P[52, 50]0, 3P[52, 51]0, 4P[52, 52]0, 5H[52, 53]2, 6H[52, 54]2, 7P[53, 54]0, 8P[54, 54]0, 9H[55, 54]2, 10H[56, 54]2, 11P[57, 54]0, 12H[57, 55]2, 13H[56, 55]2, 14P[56, 56]0, 15P[56, 57]0, 16P[56, 58]0, 17P[56, 59]0, 18H[56, 60]2, 19H[55, 60]2, 20P[54, 60]0, 21H[53, 60]2, 22H[52, 60]2, 23H[51, 60]2, 24H[51, 59]2, 25H[52, 59]2, 26P[53, 59]0, 27P[54, 59]0, 28H[54, 58]2, 29P[53, 58]0, 30P[52, 58]0, 31H[52, 57]2, 32H[51, 57]2, 33P[51, 56]0, 34P[51, 55]0, 35H[50, 55]2, 36P[49, 55]0, 37P[49, 56]0, 38H[49, 57]2, 39H[49, 58]2, 40P[48, 58]0, 41P[47, 58]0, 42H[47, 59]2, 43P[46, 59]0, 44H[46, 60]2, 45P[47, 60]0, 46H[48, 60]2, 47P[49, 60]0, 48H[50, 60]2, 49P[50, 61]0]"
-6,"[0H[50, 50]3, 1H[51, 50]2, 2P[51, 51]0, 3P[51, 52]0, 4P[50, 52]0, 5H[50, 51]2, 6H[49, 51]2, 7P[48, 51]0, 8P[48, 50]0, 9H[48, 49]2, 10H[49, 49]2, 11P[49, 48]0, 12H[50, 48]2, 13H[50, 49]2, 14P[51, 49]0, 15P[51, 48]0, 16P[52, 48]0, 17P[52, 47]0, 18H[53, 47]2, 19H[54, 47]2, 20P[54, 46]0, 21H[53, 46]2, 22H[52, 46]2, 23H[51, 46]2, 24H[50, 46]2, 25H[49, 46]2, 26P[49, 45]0, 27P[50, 45]0, 28H[50, 44]2, 29P[51, 44]0, 30P[51, 45]0, 31H[52, 45]2, 32H[52, 44]2, 33P[53, 44]0, 34P[53, 43]0, 35H[52, 43]2, 36P[51, 43]0, 37P[50, 43]0, 38H[49, 43]2, 39H[49, 42]2, 40P[50, 42]0, 41P[51, 42]0, 42H[51, 41]2, 43P[51, 40]0, 44H[52, 40]2, 45P[52, 39]0, 46H[51, 39]2, 47P[51, 38]0, 48H[50, 38]2, 49P[49, 38]0]"
-2,"[0H[50, 50]3, 1H[51, 50]2, 2P[51, 51]0, 3P[50, 51]0, 4P[50, 52]0, 5H[50, 53]2, 6H[49, 53]2, 7P[48, 53]0, 8P[48, 52]0, 9H[49, 52]2, 10H[49, 51]2, 11P[48, 51]0, 12H[47, 51]2, 13H[46, 51]2, 14P[46, 52]0, 15P[47, 52]0, 16P[47, 53]0, 17P[47, 54]0, 18H[48, 54]2, 19H[48, 55]2, 20P[48, 56]0, 21H[48, 57]2, 22H[48, 58]2, 23H[48, 59]2, 24H[48, 60]2, 25H[48, 61]2, 26P[47, 61]0, 27P[47, 60]0, 28H[46, 60]2, 29P[45, 60]0, 30P[44, 60]0, 31H[44, 59]2, 32H[45, 59]2, 33P[45, 58]0, 34P[44, 58]0, 35H[43, 58]2, 36P[43, 57]0, 37P[42, 57]0, 38H[42, 58]2, 39H[42, 59]2, 40P[43, 59]0, 41P[43, 60]0, 42H[43, 61]2, 43P[43, 62]0, 44H[43, 63]2, 45P[42, 63]0, 46H[42, 62]2, 47P[41, 62]0, 48H[41, 63]2, 49P[41, 64]0]"
-3,"[0H[50, 50]3, 1H[51, 50]2, 2P[52, 50]0, 3P[53, 50]0, 4P[53, 51]0, 5H[53, 52]2, 6H[53, 53]2, 7P[53, 54]0, 8P[53, 55]0, 9H[53, 56]2, 10H[52, 56]2, 11P[51, 56]0, 12H[50, 56]2, 13H[49, 56]2, 14P[48, 56]0, 15P[47, 56]0, 16P[46, 56]0, 17P[45, 56]0, 18H[44, 56]2, 19H[44, 57]2, 20P[44, 58]0, 21H[44, 59]2, 22H[43, 59]2, 23H[42, 59]2, 24H[41, 59]2, 25H[41, 58]2, 26P[41, 57]0, 27P[41, 56]0, 28H[41, 55]2, 29P[42, 55]0, 30P[43, 55]0, 31H[44, 55]2, 32H[45, 55]2, 33P[45, 54]0, 34P[46, 54]0, 35H[47, 54]2, 36P[48, 54]0, 37P[48, 55]0, 38H[49, 55]2, 39H[50, 55]2, 40P[50, 54]0, 41P[49, 54]0, 42H[49, 53]2, 43P[48, 53]0, 44H[48, 52]2, 45P[47, 52]0, 46H[47, 51]2, 47P[48, 51]0, 48H[49, 51]2, 49P[49, 52]0]"
-1,"[0H[50, 50]3, 1H[51, 50]2, 2P[52, 50]0, 3P[52, 51]0, 4P[52, 52]0, 5H[52, 53]2, 6H[53, 53]2, 7P[54, 53]0, 8P[55, 53]0, 9H[56, 53]2, 10H[57, 53]2, 11P[58, 53]0, 12H[58, 54]2, 13H[58, 55]2, 14P[58, 56]0, 15P[58, 57]0, 16P[59, 57]0, 17P[60, 57]0, 18H[61, 57]2, 19H[61, 58]2, 20P[62, 58]0, 21H[62, 57]2, 22H[63, 57]2, 23H[63, 58]2, 24H[64, 58]2, 25H[65, 58]2, 26P[66, 58]0, 27P[67, 58]0, 28H[68, 58]2, 29P[68, 59]0, 30P[67, 59]0, 31H[67, 60]2, 32H[68, 60]2, 33P[68, 61]0, 34P[68, 62]0, 35H[69, 62]2, 36P[70, 62]0, 37P[71, 62]0, 38H[71, 61]2, 39H[72, 61]2, 40P[73, 61]0, 41P[74, 61]0, 42H[74, 60]2, 43P[74, 59]0, 44H[74, 58]2, 45P[74, 57]0, 46H[75, 57]2, 47P[75, 58]0, 48H[76, 58]2, 49P[76, 57]0]"
-2,"[0H[50, 50]3, 1H[51, 50]2, 2P[52, 50]0, 3P[52, 51]0, 4P[51, 51]0, 5H[50, 51]2, 6H[49, 51]2, 7P[48, 51]0, 8P[48, 52]0, 9H[48, 53]2, 10H[48, 54]2, 11P[47, 54]0, 12H[46, 54]2, 13H[46, 55]2, 14P[45, 55]0, 15P[45, 56]0, 16P[45, 57]0, 17P[45, 58]0, 18H[45, 59]2, 19H[45, 60]2, 20P[45, 61]0, 21H[46, 61]2, 22H[47, 61]2, 23H[47, 60]2, 24H[47, 59]2, 25H[48, 59]2, 26P[49, 59]0, 27P[50, 59]0, 28H[50, 58]2, 29P[51, 58]0, 30P[51, 59]0, 31H[52, 59]2, 32H[52, 58]2, 33P[52, 57]0, 34P[51, 57]0, 35H[51, 56]2, 36P[52, 56]0, 37P[53, 56]0, 38H[54, 56]2, 39H[54, 57]2, 40P[53, 57]0, 41P[53, 58]0, 42H[54, 58]2, 43P[55, 58]0, 44H[56, 58]2, 45P[56, 57]0, 46H[56, 56]2, 47P[57, 56]0, 48H[58, 56]2, 49P[58, 57]0]"
0,"[0H[50, 50]3, 1H[51, 50]2, 2P[51, 51]0, 3P[51, 52]0, 4P[50, 52]0, 5H[49, 52]2, 6H[48, 52]2, 7P[47, 52]0, 8P[46, 52]0, 9H[45, 52]2, 10H[44, 52]2, 11P[43, 52]0, 12H[42, 52]2, 13H[41, 52]2, 14P[40, 52]0, 15P[39, 52]0, 16P[38, 52]0, 17P[38, 51]0, 18H[38, 50]2, 19H[38, 49]2, 20P[38, 48]0, 21H[38, 47]2, 22H[37, 47]2, 23H[36, 47]2, 24H[36, 48]2, 25H[36, 49]2, 26P[36, 50]0, 27P[36, 51]0, 28H[36, 52]2, 29P[36, 53]0, 30P[35, 53]0, 31H[34, 53]2, 32H[33, 53]2, 33P[32, 53]0, 34P[31, 53]0, 35H[30, 53]2, 36P[29, 53]0, 37P[28, 53]0, 38H[27, 53]2, 39H[26, 53]2, 40P[25, 53]0, 41P[24, 53]0, 42H[23, 53]2, 43P[22, 53]0, 44H[22, 52]2, 45P[22, 51]0, 46H[23, 51]2, 47P[24, 51]0, 48H[25, 51]2, 49P[26, 51]0]"
-5,"[0H[50, 50]3, 1H[51, 50]2, 2P[51, 51]0, 3P[50, 51]0, 4P[49, 51]0, 5H[48, 51]2, 6H[47, 51]2, 7P[46, 51]0, 8P[46, 50]0, 9H[47, 50]2, 10H[47, 49]2, 11P[48, 49]0, 12H[48, 50]2, 13H[49, 50]2, 14P[49, 49]0, 15P[49, 48]0, 16P[50, 48]0, 17P[50, 47]0, 18H[50, 46]2, 19H[50, 45]2, 20P[49, 45]0, 21H[49, 46]2, 22H[49, 47]2, 23H[48, 47]2, 24H[47, 47]2, 25H[46, 47]2, 26P[46, 48]0, 27P[46, 49]0, 28H[45, 49]2, 29P[45, 50]0, 30P[45, 51]0, 31H[44, 51]2, 32H[44, 50]2, 33P[44, 49]0, 34P[44, 48]0, 35H[44, 47]2, 36P[45, 47]0, 37P[45, 46]0, 38H[45, 45]2, 39H[44, 45]2, 40P[43, 45]0, 41P[43, 44]0, 42H[42, 44]2, 43P[42, 43]0, 44H[41, 43]2, 45P[41, 44]0, 46H[41, 45]2, 47P[40, 45]0, 48H[39, 45]2, 49P[39, 46]0]"
0,"[0H[50, 50]3, 1H[51, 50]2, 2P[52, 50]0, 3P[53, 50]0, 4P[53, 49]0, 5H[54, 49]2, 6H[54, 50]2, 7P[54, 51]0, 8P[54, 52]0, 9H[54, 53]2, 10H[53, 53]2, 11P[53, 54]0, 12H[53, 55]2, 13H[54, 55]2, 14P[54, 54]0, 15P[55, 54]0, 16P[56, 54]0, 17P[57, 54]0, 18H[57, 53]2, 19H[57, 52]2, 20P[57, 51]0, 21H[57, 50]2, 22H[58, 50]2, 23H[59, 50]2, 24H[60, 50]2, 25H[60, 49]2, 26P[61, 49]0, 27P[62, 49]0, 28H[62, 48]2, 29P[62, 47]0, 30P[62, 46]0, 31H[61, 46]2, 32H[60, 46]2, 33P[59, 46]0, 34P[59, 45]0, 35H[59, 44]2, 36P[58, 44]0, 37P[58, 43]0, 38H[57, 43]2, 39H[57, 42]2, 40P[57, 41]0, 41P[57, 40]0, 42H[58, 40]2, 43P[58, 41]0, 44H[59, 41]2, 45P[59, 42]0, 46H[60, 42]2, 47P[60, 41]0, 48H[61, 41]2, 49P[61, 40]0]"
-3,"[0H[50, 50]3, 1H[51, 50]2, 2P[52, 50]0, 3P[53, 50]0, 4P[54, 50]0, 5H[55, 50]2, 6H[56, 50]2, 7P[57, 50]0, 8P[57, 49]0, 9H[56, 49]2, 10H[55, 49]2, 11P[54, 49]0, 12H[53, 49]2, 13H[53, 48]2, 14P[53, 47]0, 15P[53, 46]0, 16P[54, 46]0, 17P[54, 45]0, 18H[54, 44]2, 19H[54, 43]2, 20P[55, 43]0, 21H[55, 44]2, 22H[56, 44]2, 23H[57, 44]2, 24H[58, 44]2, 25H[59, 44]2, 26P[60, 44]0, 27P[61, 44]0, 28H[62, 44]2, 29P[62, 45]0, 30P[63, 45]0, 31H[64, 45]2, 32H[64, 46]2, 33P[64, 47]0, 34P[63, 47]0, 35H[62, 47]2, 36P[61, 47]0, 37P[61, 46]0, 38H[61, 45]2, 39H[60, 45]2, 40P[59, 45]0, 41P[59, 46]0, 42H[58, 46]2, 43P[58, 47]0, 44H[57, 47]2, 45P[56, 47]0, 46H[55, 47]2, 47P[55, 46]0, 48H[56, 46]2, 49P[57, 46]0]"
